data/object/1.png,32,25,128,124,pumpkin
data/object/1.png,185,25,128,124,pumpkin
data/object/1.png,338,25,128,124,pumpkin
data/object/1.png,32,178,128,124,pumpkin
data/object/1.png,185,178,128,124,pumpkin
data/object/1.png,338,178,128,124,pumpkin
data/object/1.png,32,331,128,124,pumpkin
data/object/1.png,185,331,128,124,pumpkin
data/object/1.png,338,331,128,124,pumpkin
data/object/2.png,32,32,128,109,mango
data/object/2.png,185,32,102,128,rabbit
data/object/2.png,338,32,102,128,rabbit
data/object/2.png,96,224,102,128,rabbit
data/object/2.png,249,224,102,128,rabbit
data/object/3.png,32,32,101,128,orange
data/object/3.png,185,32,101,128,orange
data/object/3.png,338,32,101,128,orange
data/object/3.png,96,224,74,128,icecream
data/object/3.png,249,224,74,128,icecream
data/object/4.png,32,32,128,96,eapot
data/object/4.png,185,32,128,96,eapot
data/object/4.png,338,32,128,96,eapot
data/object/4.png,32,224,128,96,eapot
data/object/4.png,185,224,128,96,eapot
data/object/4.png,338,224,128,102,cow
data/object/5.png,32,25,128,121,cupcake
data/object/5.png,185,25,128,121,cupcake
data/object/5.png,338,25,128,121,cupcake
data/object/5.png,32,178,128,121,cupcake
data/object/5.png,185,178,128,121,cupcake
data/object/5.png,338,178,128,121,cupcake
data/object/5.png,32,331,128,121,cupcake
data/object/5.png,185,331,128,121,cupcake
data/object/5.png,338,331,128,121,cupcake
data/object/6.png,32,25,128,112,umbrella
data/object/6.png,185,25,128,112,umbrella
data/object/6.png,338,25,128,112,umbrella
data/object/6.png,32,178,76,101,balloon
data/object/6.png,185,178,76,101,balloon
data/object/6.png,338,178,76,101,balloon
data/object/6.png,185,331,76,101,balloon
data/object/7.png,42,42,142,170,duck
data/object/7.png,263,42,142,170,duck
data/object/7.png,42,263,142,170,duck
data/object/7.png,263,263,142,170,duck
data/object/8.png,32,25,128,94,ant
data/object/8.png,185,25,128,94,ant
data/object/8.png,338,25,128,94,ant
data/object/8.png,32,178,128,94,ant
data/object/8.png,185,178,128,94,ant
data/object/8.png,338,178,128,94,ant
data/object/8.png,121,331,128,94,ant
data/object/8.png,274,331,128,94,ant
data/object/9.png,32,32,128,94,ant
data/object/9.png,185,32,128,94,ant
data/object/9.png,338,32,128,94,ant
data/object/9.png,32,224,128,94,ant
data/object/9.png,185,224,128,110,butterfly
data/object/9.png,338,224,128,110,butterfly
data/object/10.png,32,32,128,102,top
data/object/10.png,185,32,128,102,top
data/object/10.png,338,32,128,102,top
data/object/10.png,32,224,128,102,top
data/object/10.png,185,224,128,102,top
data/object/10.png,338,224,128,102,top
data/object/11.png,32,25,128,94,ant
data/object/11.png,185,25,128,94,ant
data/object/11.png,338,25,128,122,elephant
data/object/11.png,32,178,128,122,elephant
data/object/11.png,185,178,128,122,elephant
data/object/11.png,338,178,128,122,elephant
data/object/11.png,121,331,128,122,elephant
data/object/11.png,274,331,128,122,elephant
data/object/12.png,32,32,111,128,tree
data/object/12.png,185,32,111,128,tree
data/object/12.png,338,32,111,128,tree
data/object/12.png,96,224,111,128,tree
data/object/12.png,249,224,111,128,tree
data/object/13.png,42,42,125,169,ladybug
data/object/13.png,263,42,170,165,pumpkin
data/object/13.png,42,263,170,165,pumpkin
data/object/13.png,263,263,170,165,pumpkin
data/object/14.png,32,32,128,102,shark
data/object/14.png,185,32,128,102,shark
data/object/14.png,338,32,128,102,shark
data/object/14.png,32,224,128,102,shark
data/object/14.png,185,224,127,128,ball
data/object/14.png,338,224,127,128,ball
data/object/15.png,32,25,101,101,apple
data/object/15.png,185,25,101,101,apple
data/object/15.png,338,25,101,101,apple
data/object/15.png,32,178,101,101,apple
data/object/15.png,185,178,101,101,apple
data/object/15.png,338,178,101,101,apple
data/object/15.png,121,331,101,101,apple
data/object/15.png,274,331,101,101,apple
data/object/16.png,144,144,135,136,ball
data/object/17.png,42,85,164,170,sun
data/object/17.png,255,85,164,170,sun
data/object/18.png,42,85,127,170,balloon
data/object/18.png,255,85,127,170,balloon
data/object/19.png,32,32,123,128,sun
data/object/19.png,185,32,123,128,sun
data/object/19.png,338,32,128,128,carrot
data/object/19.png,96,224,128,128,carrot
data/object/19.png,249,224,128,128,carrot
data/object/20.png,32,32,56,128,lollipop
data/object/20.png,185,32,128,102,shark
data/object/20.png,338,32,128,102,shark
data/object/20.png,32,224,128,102,shark
data/object/20.png,185,224,128,102,shark
data/object/20.png,338,224,128,102,shark
data/object/21.png,32,25,44,102,lollipop
data/object/21.png,185,25,44,102,lollipop
data/object/21.png,338,25,44,102,lollipop
data/object/21.png,32,178,44,102,lollipop
data/object/21.png,185,178,44,102,lollipop
data/object/21.png,338,178,44,102,lollipop
data/object/21.png,121,331,44,102,lollipop
data/object/21.png,274,331,44,102,lollipop
data/object/22.png,32,32,123,128,sun
data/object/22.png,185,32,128,124,pumpkin
data/object/22.png,338,32,128,124,pumpkin
data/object/22.png,96,224,128,124,pumpkin
data/object/22.png,249,224,128,124,pumpkin
data/object/23.png,32,32,123,128,sun
data/object/23.png,185,32,123,128,sun
data/object/23.png,338,32,123,128,sun
data/object/23.png,96,224,123,128,sun
data/object/23.png,249,224,101,101,apple
data/object/24.png,32,32,122,128,frog
data/object/24.png,185,32,122,128,frog
data/object/24.png,338,32,128,98,fish
data/object/24.png,96,224,128,98,fish
data/object/24.png,249,224,128,98,fish
data/object/25.png,32,25,128,110,butterfly
data/object/25.png,185,25,128,110,butterfly
data/object/25.png,338,25,128,110,butterfly
data/object/25.png,32,178,128,110,butterfly
data/object/25.png,185,178,128,110,butterfly
data/object/25.png,338,178,128,110,butterfly
data/object/25.png,121,331,128,110,butterfly
data/object/25.png,274,331,128,110,butterfly
data/object/26.png,32,25,44,102,lollipop
data/object/26.png,185,25,44,102,lollipop
data/object/26.png,338,25,44,102,lollipop
data/object/26.png,32,178,44,102,lollipop
data/object/26.png,185,178,44,102,lollipop
data/object/26.png,338,178,44,102,lollipop
data/object/26.png,185,331,44,102,lollipop
data/object/27.png,42,42,170,95,spider
data/object/27.png,263,42,150,115,fish
data/object/27.png,173,263,150,115,fish
data/object/28.png,42,42,127,170,balloon
data/object/28.png,263,42,127,170,balloon
data/object/28.png,42,263,128,170,cup
data/object/28.png,263,263,128,170,cup
data/object/29.png,32,25,59,102,icecream
data/object/29.png,185,25,59,102,icecream
data/object/29.png,338,25,85,102,duck
data/object/29.png,32,178,85,102,duck
data/object/29.png,185,178,85,102,duck
data/object/29.png,338,178,85,102,duck
data/object/29.png,185,331,85,102,duck
data/object/30.png,42,42,170,145,mango
data/object/30.png,263,42,170,145,mango
data/object/30.png,42,263,170,145,mango
data/object/30.png,263,263,170,145,mango
data/object/31.png,32,25,101,102,ball
data/object/31.png,185,25,101,102,ball
data/object/31.png,338,25,101,102,ball
data/object/31.png,32,178,101,102,ball
data/object/31.png,185,178,101,102,ball
data/object/31.png,338,178,101,102,ball
data/object/31.png,185,331,128,67,car
data/object/32.png,42,42,170,170,carrot
data/object/32.png,263,42,170,170,carrot
data/object/32.png,42,263,170,170,carrot
data/object/32.png,263,263,170,170,carrot
data/object/33.png,32,25,44,102,lollipop
data/object/33.png,185,25,44,102,lollipop
data/object/33.png,338,25,84,102,lamp
data/object/33.png,32,178,84,102,lamp
data/object/33.png,185,178,84,102,lamp
data/object/33.png,338,178,84,102,lamp
data/object/33.png,121,331,84,102,lamp
data/object/33.png,274,331,84,102,lamp
data/object/34.png,42,42,170,135,shark
data/object/34.png,263,42,170,135,shark
data/object/34.png,173,263,170,135,shark
data/object/35.png,32,25,94,102,snake
data/object/35.png,185,25,94,102,snake
data/object/35.png,338,25,94,102,snake
data/object/35.png,32,178,94,102,snake
data/object/35.png,185,178,94,102,snake
data/object/35.png,338,178,94,102,snake
data/object/35.png,121,331,94,102,snake
data/object/35.png,274,331,60,102,zirafah
data/object/36.png,42,85,146,170,teddy
data/object/36.png,255,85,146,170,teddy
data/object/37.png,32,32,107,128,duck
data/object/37.png,185,32,107,128,duck
data/object/37.png,338,32,107,128,duck
data/object/37.png,32,224,107,128,duck
data/object/37.png,185,224,107,128,duck
data/object/37.png,338,224,107,128,duck
data/object/38.png,42,85,170,127,eapot
data/object/38.png,255,85,170,127,eapot
data/object/39.png,42,42,155,170,pencil
data/object/39.png,263,42,169,161,cupcake
data/object/39.png,173,263,169,161,cupcake
data/object/40.png,42,85,170,165,pumpkin
data/object/40.png,255,85,170,165,pumpkin
data/object/41.png,32,32,91,128,flower
data/object/41.png,185,32,119,128,snake
data/object/41.png,338,32,119,128,snake
data/object/41.png,32,224,119,128,snake
data/object/41.png,185,224,119,128,snake
data/object/41.png,338,224,119,128,snake
data/object/42.png,42,42,170,148,cap
data/object/42.png,263,42,170,148,cap
data/object/42.png,173,263,125,169,ladybug
data/object/43.png,42,85,141,170,lamp
data/object/43.png,255,85,141,170,lamp
data/object/44.png,32,25,128,118,octopus
data/object/44.png,185,25,128,118,octopus
data/object/44.png,338,25,128,118,octopus
data/object/44.png,32,178,128,118,octopus
data/object/44.png,185,178,128,118,octopus
data/object/44.png,338,178,128,118,octopus
data/object/44.png,121,331,128,122,elephant
data/object/44.png,274,331,128,122,elephant
data/object/45.png,32,25,128,109,mango
data/object/45.png,185,25,98,101,sun
data/object/45.png,338,25,98,101,sun
data/object/45.png,32,178,98,101,sun
data/object/45.png,185,178,98,101,sun
data/object/45.png,338,178,98,101,sun
data/object/45.png,185,331,98,101,sun
data/object/46.png,144,144,203,256,orange
data/object/47.png,32,25,102,102,carrot
data/object/47.png,185,25,102,102,carrot
data/object/47.png,338,25,102,102,carrot
data/object/47.png,32,178,102,102,carrot
data/object/47.png,185,178,102,102,carrot
data/object/47.png,338,178,84,102,lamp
data/object/47.png,32,331,84,102,lamp
data/object/47.png,185,331,84,102,lamp
data/object/47.png,338,331,84,102,lamp
data/object/48.png,144,144,203,256,orange
data/object/49.png,32,32,128,118,octopus
data/object/49.png,185,32,128,102,cow
data/object/49.png,338,32,128,102,cow
data/object/49.png,32,224,128,102,cow
data/object/49.png,185,224,128,102,cow
data/object/49.png,338,224,128,102,cow
data/object/50.png,42,42,170,170,carrot
data/object/50.png,263,42,170,170,carrot
data/object/50.png,42,263,170,170,carrot
data/object/50.png,263,263,170,170,carrot
data/object/51.png,32,32,128,102,shark
data/object/51.png,185,32,128,102,shark
data/object/51.png,338,32,128,102,shark
data/object/51.png,96,224,128,102,shark
data/object/51.png,249,224,128,102,shark
data/object/52.png,42,42,146,170,teddy
data/object/52.png,263,42,170,127,eapot
data/object/52.png,173,263,170,127,eapot
data/object/53.png,42,42,170,147,butterfly
data/object/53.png,263,42,170,147,butterfly
data/object/53.png,173,263,170,147,butterfly
data/object/54.png,32,25,128,96,eapot
data/object/54.png,185,25,128,96,eapot
data/object/54.png,338,25,81,102,rabbit
data/object/54.png,32,178,81,102,rabbit
data/object/54.png,185,178,81,102,rabbit
data/object/54.png,338,178,81,102,rabbit
data/object/54.png,185,331,81,102,rabbit
data/object/55.png,42,42,135,136,ball
