1,42,42,170,166,green triangle
1,263,42,170,166,green triangle
1,173,263,170,166,green triangle
2,42,42,170,166,red triangle
2,263,42,170,88,purple oval
2,42,263,170,88,purple oval
2,263,263,170,88,purple oval
3,42,42,165,170,pink diamond
3,263,42,165,170,pink diamond
3,42,263,165,170,pink diamond
3,263,263,166,170,red diamond
4,32,32,128,104,red star
4,185,32,128,104,red star
4,338,32,128,104,red star
4,96,224,128,104,red star
4,249,224,128,104,red star
5,32,25,101,101,blue circle
5,185,25,101,101,blue circle
5,338,25,101,101,blue circle
5,32,178,101,101,blue circle
5,185,178,101,101,blue circle
5,338,178,101,101,blue circle
5,185,331,101,101,blue circle
6,32,32,124,128,brown diamond
6,185,32,125,128,blue diamond
6,338,32,125,128,blue diamond
6,96,224,125,128,blue diamond
6,249,224,125,128,blue diamond
7,32,32,127,66,black oval
7,185,32,127,66,black oval
7,338,32,125,128,red diamond
7,32,224,125,128,red diamond
7,185,224,125,128,red diamond
7,338,224,125,128,red diamond
8,32,25,128,64,yellow rectangle
8,185,25,128,64,yellow rectangle
8,338,25,128,64,yellow rectangle
8,32,178,102,102,pink square
8,185,178,102,102,pink square
8,338,178,102,102,pink square
8,185,331,102,102,pink square
9,32,32,128,123,orange circle
9,185,32,128,115,yellow triangle
9,338,32,128,115,yellow triangle
9,32,224,128,115,yellow triangle
9,185,224,128,115,yellow triangle
9,338,224,128,115,yellow triangle
10,32,32,125,128,red diamond
10,185,32,125,128,red diamond
10,338,32,125,128,red diamond
10,96,224,125,128,red diamond
10,249,224,125,128,red diamond
11,32,25,99,102,red diamond
11,185,25,99,102,red diamond
11,338,25,99,102,red diamond
11,32,178,99,102,red diamond
11,185,178,99,102,red diamond
11,338,178,99,102,red diamond
11,121,331,99,102,red diamond
11,274,331,99,102,red diamond
12,42,42,170,170,green square
12,263,42,170,170,green square
12,173,263,170,163,white circle
13,32,25,128,123,black circle
13,185,25,128,123,black circle
13,338,25,128,123,black circle
13,32,178,128,123,black circle
13,185,178,128,115,pink triangle
13,338,178,128,115,pink triangle
13,32,331,128,115,pink triangle
13,185,331,128,115,pink triangle
13,338,331,128,115,pink triangle
14,32,25,128,123,pink circle
14,185,25,128,104,purple star
14,338,25,128,104,purple star
14,32,178,128,104,purple star
14,185,178,128,104,purple star
14,338,178,128,104,purple star
14,185,331,128,104,purple star
15,42,42,170,138,red star
15,263,42,170,138,red star
15,42,263,170,138,red star
15,263,263,170,138,red star
16,42,85,166,170,green diamond
16,255,85,166,170,green diamond
